#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     PROJECT                         NOAA/GOES
#     SOURCE_NAME                     GOES13
#     DISCIPLINE                      Space Physics>Magnetospheric Science
#     DATA_TYPE                       1min
#     DESCRIPTOR                      EPS-MAGED>Energetic Particle Sensor - Magnetospheric Electron Detector
#     FILE_NAMING_CONVENTION          source_descriptor_datatype
#     DATA_VERSION                    01
#     PI_NAME                         NOAA NGDC and SWPC
#     PI_AFFILIATION                  sem.goes@noaa.gov
#     TEXT                            Data has been recast from original NOAA netCDF files by SPDF. DATA CAVEATS/WARNINGS:                   
#     TEXT                             The MagED data may not be accurate at times due to instrument limitations such                        
#     TEXT                             as dead time and proton contamination. Every effort is made to reduce these                           
#     TEXT                             effects but uncertainties are inevitable. Additionally, the detectors may suffer                      
#     TEXT                             from intermittent noise problems. Please contact Juan V. Rodriguez (sem.goes@noaa.gov)                
#                                      with questions or concerns.                                                                           
#     INSTRUMENT_TYPE                 Particles (space)
#     MISSION_GROUP                   GOES
#     LOGICAL_SOURCE                  goes13_eps-maged_1min
#     LOGICAL_FILE_ID                 goes13_eps-maged_1min_00000000_v01
#     LOGICAL_SOURCE_DESCRIPTION      GOES-13 EPS (Energetic Particle Sensor) MagED (Magnetospheric Electron Detector)                       
#                                      1 minute electron fluxes 40-475 keV                                                                   
#     GENERATION_DATE                 Wed Jul  1 10:18:17 2015
#     MODS                            Final release updates 8/23/2013 REM
#     LINK_TEXT                       Primary GOES
#     LINK_TITLE                      archive and instrument documentation at NOAA National Geophysical Data Center                          
#                                      (NGDC)                                                                                                
#     HTTP_LINK                       http://www.ngdc.noaa.gov/stp/satellite/goes/index.html
#     CONVENTIONS                     GOES Space Weather
#     TITLE                           GOES Magnetospheric Electron Detector
#     INSTITUTION                     NOAA
#     SOURCE                          Satellite Insitu Observations
#     SATELLITE_ID                    GOES-13
#     INSTRUMENT                      Magnetospheric Electron Detector
#     PROCESS_TYPE                    Time averaged
#     PROCESS_LEVEL                   level 2
#     SAMPLE_TIME                     1
#     SAMPLE_UNIT                     minutes
#     CREATION_DATE                   2015-07-01 07:50:50.865 UTC
#     START_DATE                      2015-06-01 00:00:00.000 UTC
#     END_DATE                        2015-06-30 23:59:00.000 UTC
#     RECORDS_PRESENT                 43200
#     ORIGINATING_AGENCY              DOC/NOAA/NCEP/NWS/SWPC
#     ARCHIVING_AGENCY                DOC/NOAA/NESDIS/NGDC
#     SPASE_DATASETRESOURCEID         spase://NOAA/NumericalData/GOES/13/EPS/MAGED/19ME15/PT1M
#     CDAWEB_PARENTS                  goes13_eps-maged_1min_00000000_v01
#                                     goes13_eps-maged_1min_20150601_v01
#     CDFMAJOR                        COL_MAJOR
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Default time
#  2. Average Electron Flux at 40 keV for 9 directions ordered north to south (101 to 109) or south to north depending on yaw state in time-series plots; corrected for dead-time errors and other contamination sources
#
EPOCH                                      ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV                ELECFLUX_40KEV
23-06-2015 14:49:00.000.000                       326877.                       369594.                       391797.                       365484.                       367675.                       391881.                       175418.                       258868.                       305285.
23-06-2015 14:50:00.000.000                       326764.                       366822.                       391399.                       365697.                       367954.                       392543.                       170743.                       250712.                       305084.
23-06-2015 14:51:00.000.000                       326888.                       366741.                       377367.                       365160.                       367851.                       392150.                       179910.                       258841.                       304675.
23-06-2015 14:52:00.000.000                       329882.                       375776.                       383754.                       361911.                       365121.                       390241.                       171182.                       255324.                       304566.
23-06-2015 14:53:00.000.000                       309530.                       348431.                       356270.                       343011.                       343768.                       368400.                       170645.                       241342.                       295575.
23-06-2015 14:54:00.000.000                       305491.                       345236.                       346548.                       331313.                       335071.                       366129.                       162685.                       237770.                       288781.
23-06-2015 14:55:00.000.000                       305494.                       345204.                       347225.                       338270.                       337024.                       365688.                       161332.                       243878.                       293212.
23-06-2015 14:56:00.000.000                       307981.                       351512.                       365505.                       343918.                       346208.                       379651.                       167297.                       249224.                       295592.
23-06-2015 14:57:00.000.000                       304518.                       343391.                       357574.                       336918.                       341749.                       372312.                       156690.                       238844.                       282479.
23-06-2015 14:58:00.000.000                       296035.                       332360.                       346399.                       325236.                       326317.                       358764.                       152847.                       233067.                       277876.
23-06-2015 14:59:00.000.000                       305533.                       344170.                       360678.                       342337.                       344290.                       365687.                       156442.                       234755.                       284545.
23-06-2015 15:00:00.000.000                       298415.                       334840.                       349594.                       328734.                       332655.                       355952.                       151774.                       226005.                       275882.
23-06-2015 15:01:00.000.000                       305606.                       342718.                       346557.                       329185.                       329529.                       356431.                       157929.                       235980.                       284378.
23-06-2015 15:02:00.000.000                       304499.                       343216.                       346371.                       339002.                       341233.                       365446.                       152359.                       230091.                       280930.
23-06-2015 15:03:00.000.000                       290712.                       325725.                       340750.                       324317.                       325622.                       346106.                       150541.                       224882.                       275036.
23-06-2015 15:04:00.000.000                       301665.                       338302.                       345475.                       324321.                       325622.                       356525.                       144116.                       224882.                       275169.
23-06-2015 15:05:00.000.000                       292112.                       327502.                       342922.                       322098.                       324406.                       352972.                       141652.                       223820.                       270194.
23-06-2015 15:06:00.000.000                       270826.                       307557.                       319098.                       302449.                       305962.                       331078.                       143823.                       212818.                       253279.
23-06-2015 15:07:00.000.000                       264372.                       304764.                       306306.                       289238.                       293584.                       317218.                       139379.                       209130.                       250661.
23-06-2015 15:08:00.000.000                       264223.                       302217.                       306367.                       289187.                       290575.                       312713.                       139962.                       201701.                       250003.
23-06-2015 15:09:00.000.000                       255469.                       289398.                       302672.                       281681.                       287293.                       306466.                       134948.                       201166.                       239568.
23-06-2015 15:10:00.000.000                       245279.                       278650.                       289000.                       269799.                       275471.                       304040.                       130049.                       191804.                       231282.
23-06-2015 15:11:00.000.000                       245194.                       277472.                       287556.                       270502.                       272572.                       299903.                       129332.                       189933.                       230177.
23-06-2015 15:12:00.000.000                       251579.                       288563.                       300825.                       276149.                       281442.                       306203.                       127162.                       189960.                       238037.
23-06-2015 15:13:00.000.000                       249177.                       282117.                       295305.                       275409.                       279114.                       305522.                       128438.                       189554.                       234745.
23-06-2015 15:14:00.000.000                       238955.                       274943.                       286643.                       263506.                       273846.                       300617.                       128558.                       183827.                       226094.
23-06-2015 15:15:00.000.000                       233541.                       263602.                       276271.                       261889.                       264443.                       289288.                       126915.                       178112.                       225933.
23-06-2015 15:16:00.000.000                       227173.                       262570.                       273677.                       251653.                       262208.                       288081.                       125151.                       178231.                       218715.
23-06-2015 15:17:00.000.000                       227956.                       262915.                       274048.                       254445.                       261608.                       287834.                       123836.                       178153.                       215350.
23-06-2015 15:18:00.000.000                       237492.                       271658.                       285293.                       262718.                       271375.                       300585.                       124378.                       178260.                       225615.
23-06-2015 15:19:00.000.000                       231665.                       266377.                       281233.                       258652.                       266662.                       298072.                       123642.                       173606.                       219148.
23-06-2015 15:20:00.000.000                       219470.                       251195.                       264281.                       247118.                       251933.                       278294.                       119701.                       167594.                       214095.
23-06-2015 15:21:00.000.000                       222901.                       250524.                       265856.                       249373.                       250987.                       278827.                       118364.                       167807.                       213690.
23-06-2015 15:22:00.000.000                       219905.                       250349.                       264134.                       245947.                       250983.                       278260.                       118290.                       166976.                       212507.
23-06-2015 15:23:00.000.000                       208301.                       239966.                       250291.                       232107.                       238457.                       267035.                       115526.                       157477.                       202339.
23-06-2015 15:24:00.000.000                       202469.                       236528.                       240539.                       226012.                       229856.                       262528.                       112907.                       157021.                       202094.
23-06-2015 15:25:00.000.000                       202514.                       237206.                       247369.                       226186.                       234321.                       262528.                       112865.                       157374.                       202021.
23-06-2015 15:26:00.000.000                       202921.                       236834.                       248795.                       226629.                       236376.                       262473.                       112859.                       156160.                       200864.
23-06-2015 15:27:00.000.000                       197187.                       226495.                       238976.                       220023.                       226279.                       254750.                       109894.                       151852.                       191790.
23-06-2015 15:28:00.000.000                       190920.                       225470.                       237064.                       213819.                       223427.                       249850.                       104158.                       145040.                       190510.
23-06-2015 15:29:00.000.000                       187756.                       217303.                       229950.                       211000.                       218062.                       245038.                       102847.                       142700.                       185158.
23-06-2015 15:30:00.000.000                       179304.                       203619.                       217331.                       202194.                       204983.                       236483.                       101571.                       136929.                       178979.
23-06-2015 15:31:00.000.000                       179414.                       210288.                       224656.                       202241.                       210197.                       238132.                       98232.2                       137901.                       179074.
23-06-2015 15:32:00.000.000                       176995.                       202765.                       214325.                       198771.                       202954.                       230605.                       96744.4                       134889.                       173624.
23-06-2015 15:33:00.000.000                       163750.                       188210.                       197044.                       182360.                       188465.                       215573.                       92354.1                       125483.                       162963.
23-06-2015 15:34:00.000.000                       156681.                       179593.                       190907.                       178995.                       179659.                       203478.                       91394.4                       121537.                       158548.
23-06-2015 15:35:00.000.000                       159082.                       179600.                       190962.                       178316.                       179678.                       205320.                       90852.7                       125423.                       158615.
23-06-2015 15:36:00.000.000                       152372.                       174113.                       182778.                       169932.                       172865.                       198777.                       86048.4                       122827.                       152275.
23-06-2015 15:37:00.000.000                       147524.                       169405.                       178248.                       164324.                       168265.                       191303.                       86094.6                       122636.                       150557.
23-06-2015 15:38:00.000.000                       144090.                       162637.                       169623.                       160709.                       161271.                       190963.                       86045.6                       124684.                       144003.
23-06-2015 15:39:00.000.000                       142717.                       161186.                       167106.                       154611.                       159051.                       187636.                       85091.0                       120909.                       144017.
23-06-2015 15:40:00.000.000                       137084.                       153460.                       161258.                       151554.                       152810.                       179723.                       81375.4                       118473.                       141846.
23-06-2015 15:41:00.000.000                       133185.                       152839.                       157177.                       144427.                       149608.                       179414.                       81350.5                       116732.                       137228.
23-06-2015 15:42:00.000.000                       131060.                       146388.                       152759.                       144136.                       144306.                       179701.                       78832.7                       114025.                       135205.
23-06-2015 15:43:00.000.000                       130283.                       144462.                       152895.                       144133.                       144316.                       179751.                       77367.0                       113851.                       132306.
23-06-2015 15:44:00.000.000                       129896.                       145183.                       153305.                       144164.                       144472.                       180021.                       77355.7                       113866.                       131529.
23-06-2015 15:45:00.000.000                       131044.                       145162.                       152968.                       144165.                       144461.                       180397.                       76800.0                       113836.                       131694.
23-06-2015 15:46:00.000.000                       131030.                       148720.                       152935.                       144098.                       146152.                       182336.                       77300.6                       113461.                       133405.
23-06-2015 15:47:00.000.000                       125506.                       144216.                       148887.                       138319.                       144057.                       179585.                       76328.9                       107177.                       128694.
23-06-2015 15:48:00.000.000                       118686.                       135423.                       140197.                       130084.                       134682.                       170268.                       73356.7                       102827.                       123559.
23-06-2015 15:49:00.000.000                       114741.                       131462.                       135546.                       125661.                       129895.                       164827.                       69797.5                       102746.                       120115.
23-06-2015 15:50:00.000.000                       115513.                       131568.                       135091.                       126263.                       129343.                       169997.                       69400.8                       103440.                       120547.
23-06-2015 15:51:00.000.000                       120315.                       132029.                       137430.                       127822.                       131888.                       172890.                       69395.1                       105841.                       125127.
23-06-2015 15:52:00.000.000                       120030.                       131997.                       137232.                       126845.                       131825.                       172770.                       69387.1                       102883.                       124153.
23-06-2015 15:53:00.000.000                       120920.                       137814.                       142429.                       132951.                       137158.                       183171.                       70741.8                       102839.                       124045.
23-06-2015 15:54:00.000.000                       131328.                       151370.                       160338.                       148800.                       153655.                       205939.                       74698.0                       102860.                       132547.
23-06-2015 15:55:00.000.000                       131393.                       152641.                       161350.                       149828.                       153043.                       203208.                       75650.9                       99472.9                       131212.
23-06-2015 15:56:00.000.000                       131392.                       152702.                       161357.                       145486.                       153042.                       203184.                       73552.3                       99915.9                       131218.
23-06-2015 15:57:00.000.000                       131364.                       152764.                       159391.                       145544.                       153036.                       203407.                       77814.3                       102705.                       131230.
23-06-2015 15:58:00.000.000                       129123.                       147918.                       155698.                       144135.                       149603.                       203283.                       74779.3                       98436.1                       128956.
23-06-2015 15:59:00.000.000                       128455.                       147782.                       153028.                       144134.                       148333.                       203220.                       71399.3                       97334.5                       126831.
23-06-2015 16:00:00.000.000                       126098.                       144312.                       152459.                       143113.                       144702.                       198864.                       70912.6                       96886.5                       125737.
23-06-2015 16:01:00.000.000                       119120.                       138089.                       143239.                       133365.                       138156.                       185111.                       67633.8                       91037.2                       118875.
23-06-2015 16:02:00.000.000                       118188.                       135472.                       142950.                       133061.                       136812.                       184530.                       67005.2                       89275.6                       117421.
23-06-2015 16:03:00.000.000                       116635.                       134608.                       143818.                       131601.                       135801.                       183413.                       65001.8                       88672.8                       115994.
23-06-2015 16:04:00.000.000                       112835.                       129375.                       137086.                       125789.                       130387.                       176957.                       63181.8                       85956.0                       109608.
23-06-2015 16:05:00.000.000                       110564.                       126881.                       134912.                       123869.                       128406.                       171767.                       60733.1                       82611.8                       109237.
23-06-2015 16:06:00.000.000                       109302.                       126201.                       132666.                       122297.                       127537.                       171439.                       61193.4                       82277.4                       109221.
23-06-2015 16:07:00.000.000                       117072.                       134612.                       141581.                       130306.                       136128.                       183967.                       64972.9                       90356.0                       117076.
23-06-2015 16:08:00.000.000                       121072.                       140086.                       147433.                       136814.                       143268.                       191536.                       68319.3                       94853.6                       120210.
23-06-2015 16:09:00.000.000                       120563.                       140854.                       149243.                       137404.                       142711.                       192283.                       66510.0                       91991.4                       119339.
23-06-2015 16:10:00.000.000                       117683.                       135145.                       141857.                       131376.                       136076.                       183874.                       64574.7                       90443.2                       116978.
23-06-2015 16:11:00.000.000                       114968.                       132022.                       137989.                       126991.                       132333.                       180758.                       63724.7                       87861.4                       113924.
23-06-2015 16:12:00.000.000                       114974.                       131765.                       137681.                       126237.                       132018.                       180776.                       60360.7                       86222.9                       110466.
23-06-2015 16:13:00.000.000                       115107.                       132167.                       139279.                       127117.                       133231.                       181231.                       58652.4                       86283.2                       109501.
23-06-2015 16:14:00.000.000                       115196.                       132186.                       138503.                       127806.                       133106.                       181248.                       60213.1                       86670.7                       110694.
23-06-2015 16:15:00.000.000                       114907.                       132173.                       138256.                       126310.                       132858.                       180476.                       59891.0                       85823.5                       109811.
23-06-2015 16:16:00.000.000                       111581.                       128260.                       134700.                       124452.                       130024.                       171929.                       59349.2                       85577.6                       109270.
23-06-2015 16:17:00.000.000                       109582.                       126277.                       132547.                       121561.                       127837.                       170634.                       56517.9                       82354.4                       107612.
23-06-2015 16:18:00.000.000                       108420.                       123160.                       129963.                       120219.                       126407.                       164174.                       55936.1                       81788.6                       104159.
23-06-2015 16:19:00.000.000                       106109.                       121338.                       126935.                       118773.                       123534.                       162420.                       56107.4                       81855.6                       103837.
23-06-2015 16:20:00.000.000                       104839.                       120998.                       127020.                       116429.                       122073.                       162393.                       56394.3                       82015.5                       103819.
23-06-2015 16:21:00.000.000                       104050.                       120841.                       126807.                       115231.                       121279.                       162358.                       55504.2                       81269.8                       103794.
23-06-2015 16:22:00.000.000                       104632.                       120990.                       126929.                       115677.                       122129.                       162426.                       55413.5                       82005.1                       103875.
23-06-2015 16:23:00.000.000                       104095.                       120980.                       126544.                       115247.                       121370.                       162381.                       55045.4                       81030.4                       103891.
23-06-2015 16:24:00.000.000                       106643.                       121507.                       127012.                       117259.                       124699.                       162565.                       55500.7                       84641.8                       103929.
23-06-2015 16:25:00.000.000                       109314.                       123593.                       127350.                       118712.                       127055.                       164016.                       55497.6                       86756.6                       105621.
23-06-2015 16:26:00.000.000                       106620.                       121119.                       126317.                       116577.                       121724.                       161704.                       54544.7                       83408.2                       104112.
23-06-2015 16:27:00.000.000                       99408.8                       115746.                       120399.                       110755.                       115992.                       147184.                       52885.8                       75460.2                       99251.4
23-06-2015 16:28:00.000.000                       98595.3                       115540.                       117694.                       109777.                       115946.                       145560.                       52090.4                       74379.0                       98475.1
23-06-2015 16:29:00.000.000                       98583.6                       111865.                       115881.                       108107.                       112693.                       139208.                       50873.4                       74064.2                       98136.1
23-06-2015 16:30:00.000.000                       98581.3                       113046.                       115821.                       109363.                       113865.                       142832.                       51084.0                       74932.9                       98192.1
23-06-2015 16:31:00.000.000                       98579.6                       111694.                       116101.                       107271.                       112301.                       139951.                       50469.5                       74406.8                       98406.5
23-06-2015 16:32:00.000.000                       97083.9                       109955.                       114519.                       104969.                       110372.                       136713.                       50374.8                       73985.9                       97264.7
23-06-2015 16:33:00.000.000                       95867.0                       109960.                       111477.                       104169.                       110165.                       132626.                       50279.5                       74925.1                       95344.4
23-06-2015 16:34:00.000.000                       100248.                       113150.                       113322.                       109071.                       110267.                       132874.                       50759.2                       84703.1                       102285.
23-06-2015 16:35:00.000.000                       99076.4                       110509.                       111795.                       105667.                       109917.                       130187.                       50291.2                       81604.9                       100392.
23-06-2015 16:36:00.000.000                       97394.9                       109872.                       109701.                       104252.                       108239.                       127460.                       50281.2                       80298.9                       97752.7
23-06-2015 16:37:00.000.000                       92934.8                       105204.                       108449.                       99943.6                       105451.                       123576.                       47833.3                       73104.9                       92880.0
23-06-2015 16:38:00.000.000                       89223.7                       104298.                       104568.                       98566.8                       104031.                       120411.                       47351.3                       69987.3                       89249.9
23-06-2015 16:39:00.000.000                       87533.6                       100979.                       102626.                       95258.7                       100867.                       115933.                       47198.8                       67977.4                       87366.4
23-06-2015 16:40:00.000.000                       87508.6                       98945.0                       101361.                       93592.0                       98963.4                       115629.                       47361.5                       67222.7                       87323.5
23-06-2015 16:41:00.000.000                       87493.6                       100046.                       101564.                       95116.2                       99148.7                       115800.                       46913.9                       68526.2                       88326.9
23-06-2015 16:42:00.000.000                       90532.7                       103828.                       103821.                       98129.2                       102710.                       116191.                       47467.3                       71203.7                       91287.3
23-06-2015 16:43:00.000.000                       91017.6                       104004.                       104222.                       98481.1                       102593.                       115899.                       47026.6                       73129.0                       92236.9
23-06-2015 16:44:00.000.000                       87490.1                       100259.                       100556.                       95486.3                       99638.1                       115671.                       45746.6                       69910.7                       87965.6
23-06-2015 16:45:00.000.000                       87520.7                       99874.0                       99004.8                       93818.4                       98874.1                       114146.                       45663.2                       73083.9                       90002.6
23-06-2015 16:46:00.000.000                       87476.4                       98752.3                       98830.2                       93017.5                       98675.8                       112011.                       45110.3                       70817.8                       87364.0
23-06-2015 16:47:00.000.000                       86756.4                       98090.9                       97853.9                       92945.2                       95286.0                       110072.                       45020.6                       69878.2                       87342.8
23-06-2015 16:48:00.000.000                       84638.7                       96576.7                       94503.5                       91770.0                       93318.0                       110040.                       45020.2                       69826.6                       87326.4
23-06-2015 16:49:00.000.000                       83642.0                       94971.7                       93546.9                       90138.5                       93253.6                       108211.                       45023.2                       69824.3                       87298.2
23-06-2015 16:50:00.000.000                       83171.9                       93924.8                       93191.0                       88354.7                       93202.9                       107018.                       44922.1                       69825.5                       87249.9
23-06-2015 16:51:00.000.000                       83615.2                       93092.6                       93179.1                       87603.6                       91882.4                       104549.                       44456.4                       69820.0                       87239.2
23-06-2015 16:52:00.000.000                       82611.7                       93027.9                       88831.1                       87369.2                       88108.0                       101336.                       43469.2                       69215.5                       86392.6
23-06-2015 16:53:00.000.000                       80361.2                       89898.9                       87614.0                       85894.8                       87661.6                       98846.9                       42563.1                       66362.3                       82726.0
23-06-2015 16:54:00.000.000                       78444.8                       87447.2                       86748.0                       82841.0                       86434.6                       97595.3                       42372.2                       65682.3                       80714.3
23-06-2015 16:55:00.000.000                       77162.0                       87277.5                       86220.9                       82525.7                       85752.6                       96833.1                       42368.6                       64294.0                       78311.9
23-06-2015 16:56:00.000.000                       74917.1                       86494.9                       84355.2                       80894.9                       83603.5                       93253.4                       42380.3                       63758.5                       78311.1
23-06-2015 16:57:00.000.000                       74376.0                       84660.8                       82746.2                       79593.0                       82770.2                       93235.4                       42385.9                       63752.0                       78315.8
23-06-2015 16:58:00.000.000                       74373.8                       82678.4                       82606.7                       78438.2                       82336.9                       91718.5                       42390.1                       63736.1                       77747.4
23-06-2015 16:59:00.000.000                       73773.1                       82615.6                       81405.7                       78290.1                       79130.3                       87720.6                       42396.9                       62486.2                       75216.9
23-06-2015 17:00:00.000.000                       74241.4                       82814.3                       81378.9                       78421.0                       79429.2                       87757.6                       42770.9                       63567.7                       78073.8
23-06-2015 17:01:00.000.000                       74264.8                       82651.4                       80130.2                       78432.0                       78877.3                       87755.0                       43500.4                       63753.2                       78359.5
23-06-2015 17:02:00.000.000                       73964.2                       82627.0                       79012.7                       78431.2                       78735.9                       87756.9                       42588.9                       63636.6                       77789.6
23-06-2015 17:03:00.000.000                       74246.6                       82505.3                       78731.4                       78429.0                       78735.4                       87596.5                       42659.1                       63717.0                       78070.0
23-06-2015 17:04:00.000.000                       74407.3                       82699.2                       78744.5                       78460.9                       78774.3                       87760.2                       42663.2                       63745.1                       78360.0
23-06-2015 17:05:00.000.000                       74402.9                       82705.4                       78755.7                       78482.0                       78793.4                       87764.9                       42748.9                       63732.4                       78360.8
23-06-2015 17:06:00.000.000                       74364.5                       82573.3                       78767.3                       78491.6                       78797.6                       87504.6                       42392.8                       63726.7                       78219.5
23-06-2015 17:07:00.000.000                       74211.0                       82426.3                       78747.6                       78076.4                       78798.3                       87509.4                       42386.9                       63717.8                       78187.5
23-06-2015 17:08:00.000.000                       74220.8                       82292.2                       78753.9                       78491.5                       78808.6                       87849.3                       42374.7                       63625.5                       77899.9
23-06-2015 17:09:00.000.000                       74358.8                       81738.9                       78761.8                       78340.9                       78644.0                       87847.1                       42368.2                       63718.8                       77060.9
23-06-2015 17:10:00.000.000                       74219.7                       82304.9                       78745.5                       78075.8                       78805.4                       87846.9                       42367.0                       63712.3                       77759.8
23-06-2015 17:11:00.000.000                       74079.3                       81322.6                       78726.5                       77059.7                       78715.4                       87683.6                       42369.7                       63598.2                       77191.0
23-06-2015 17:12:00.000.000                       74239.7                       82294.2                       78738.5                       77888.9                       78722.3                       87521.7                       42370.6                       63683.5                       77886.7
23-06-2015 17:13:00.000.000                       74275.9                       82211.4                       78744.5                       77917.9                       78786.6                       87060.9                       42377.5                       63504.0                       77238.8
23-06-2015 17:14:00.000.000                       74396.1                       82622.7                       78762.0                       78043.2                       78811.0                       87201.3                       42224.6                       63400.4                       77198.7
23-06-2015 17:15:00.000.000                       74396.5                       82767.2                       78789.7                       78206.8                       78831.3                       87692.1                       42145.8                       63068.8                       78033.3
23-06-2015 17:16:00.000.000                       74409.3                       82757.9                       78829.3                       78491.0                       78843.6                       87385.9                       42226.6                       63363.9                       77789.6
23-06-2015 17:17:00.000.000                       74400.1                       82748.4                       79390.4                       78537.6                       78843.8                       87897.7                       42138.2                       64013.9                       78339.8
23-06-2015 17:18:00.000.000                       74410.3                       82620.8                       78822.8                       78533.8                       78845.6                       87066.4                       41746.5                       63363.6                       77072.3
23-06-2015 17:19:00.000.000                       71977.4                       80452.8                       78162.7                       75930.1                       77379.0                       84567.9                       40403.0                       61041.7                       74365.3
23-06-2015 17:20:00.000.000                       72313.9                       80112.2                       77798.5                       75491.0                       76761.7                       83884.4                       40475.2                       61299.4                       75025.2
